text,sentiment
feel presence beloved behind tilt neck side smiling feel lips shoulder,1
feel deeply offended rhetoric behaviour apc leaders expected remain silent face expressions,0
feel ugly lately,0
feeling awful friends left dads,0
feeling groggy wanted sleep asked kind surgery multiplication question,0
try tackle issues bills make way congress well feel table issues resolved,1
would really recommend taking approach last thing want feel disappointed little nugget arrives,0
feel insecure way examine boyfriends exempted,0
also feel fairly confident made realization realization made help,1
still feel sleep deprived almost sleeping night giving,0
feel safe tucked away,1
joy heard take course medical assistant,1
kept heart open exposed watching news every night would likely never recover rush helpless hopeless feelings created tragic stories,0
usually use smaller legos however year students fine motor delays want students feel successful,1
feeling awfully overwhelmed everything right demands mother needs family trying shield dear husband much possible list goes,1
cant help feel burdened,0
feel rejected like dont belong circle circles realised never comfortable,0
feel like could dangerous topic anyone feels passionately pianos mind thought worth discussing going paint piano grew please stop hyperventilating mom,0
feel somehow punished holds much possible puts baby,0
feeling divine intervention work,1
feeling stressed bit anxious,0
feel quite proud wonderful feeling years feeling anything,1
feel heartbroken sad,0
relief aches feeling tad overwhelmed current living situation still unemployed getting really really antsy finding work,1
find feeling agitated kids playing ask play way little,0
hunch coming months republicans try tap overall feeling discontent,0
feel like distraught parents breathing neck,0
feel fucking worthless,0
feel welcomed chicago,1
dont think true tried explain feelings replies submissive wouldnt question authority subject,0
feel greedy,0
bore testimony listening one important things feel impressed something even unsure learning follow impressions learn whether spirit,1
feel fearful seeing bridge emotional tith sam ath whose year old son died disaster told afp,0
mostly feel cause hateful memories girl used run everchanging sailormoon gateway think still making name stupid mean,0
actually read left feeling disillusioned insecurities single ladies attempt play daily basis surface without wanting,0
wonder feeling sentimental help agony writing report dues tomorrow,0
happy feel welcomed creepy,1
feeling particularly nostalgic day,1
feel threatened idea caring care far often,0
feeling extremely horny town visting friends mine south florida,1
feel pain nothing blank speechless,0
cant help feel little humiliated,0
eat feel satisfied,1
hate feeling despised detested someone truly care completely love,0
could buy want see could recreate recipe order feel superior pretentious kidding,1
feel listless time nowadays,0
love projector old old smell displeasing old slightly musty early feel like little episode mad men set watch something,0
ive trouble sleeping anxiety causing social life suffer lack motivation used drive work quickly becoming chore satisfied feel dull uninteresting,0
dropped script left feeling dissatisfied,0
wanted create feeling longing sadness,1
need need someone need protected feel safe small find season words,1
feel dazed href http twitter,1
feeling say useless says fucker messed head,0
admit joy cooking also times feel defeated,0
feel like almost afraid everything speak,0
warning hes feeling cranky morning,0
remember feeling another cramp also ignored,0
say feel sympathetic,1
hate feeling like bullshit done bye,1
feel numb way wound really starts hurt,0
feel groggy sorts episode counting fact got scared last night,0
feel bit less burdened things hanging head,0
gave little something paypal stash anyone feels strongly supporting linux cheap easy,1
feeling pretty isolated marginalised greatest enemy united states country ever deployed nuclear weapon two civilians might want get one,0
feel excited imagining,1
didnt feel stupid still little bit ignorant compared native african healers using century,0
feeling aching earlier morning much,0
feel aching times day,0
know two feeling somewhat sorry thought might drown sorrows little salt vinegar lot batter lard,0
feel labors vain see expected results efforts,0
feeling soul cries aches laugh sweet melodious voice pains dear,1
would talk drake knew wouldnt judge feelings would let gush much liked,1
feel scent enjoy way drink coffee dignified smirk sight interesting details black ink spilling words white paper spell lips scim along love ask think,1
feel irritated times tried hold stuff ill push away throw temper shout,0
